id,flight_id,flight_pour_id,pour_no,flavour_id,note_id,flavour_density,flavour_point,created_at,updated_at,deleted_at
2335,289,359,1,7,359,heavy,"1.50",2025-04-10 23:03:07,2025-04-10 23:03:07,
2336,289,359,1,2,17,heavy,"1.50",2025-04-10 23:03:07,2025-04-10 23:03:07,
2337,289,359,1,2,49,light,"0.50",2025-04-10 23:03:07,2025-04-10 23:03:07,
2338,289,359,1,2,51,medium,"1.00",2025-04-10 23:03:07,2025-04-10 23:03:07,
2339,289,359,1,2,53,heavy,"1.50",2025-04-10 23:03:07,2025-04-10 23:03:07,
2340,289,359,1,3,74,medium,"1.00",2025-04-10 23:03:07,2025-04-10 23:03:07,
2341,289,359,1,3,77,medium,"1.00",2025-04-10 23:03:07,2025-04-10 23:03:07,
2342,289,359,1,3,92,light,"0.50",2025-04-10 23:03:07,2025-04-10 23:03:07,
2343,289,359,1,4,141,medium,"1.00",2025-04-10 23:03:07,2025-04-10 23:03:07,
2344,290,360,1,5,210,light,"0.50",2025-04-11 00:14:12,2025-04-11 00:14:12,
2345,290,360,1,5,215,medium,"1.00",2025-04-11 00:14:12,2025-04-11 00:14:12,
2346,290,360,1,8,379,light,"0.50",2025-04-11 00:14:12,2025-04-11 00:14:12,
2347,290,360,1,6,274,light,"0.50",2025-04-11 00:14:12,2025-04-11 00:14:12,
2348,290,360,1,6,279,light,"0.50",2025-04-11 00:14:12,2025-04-11 00:14:12,
2349,290,360,1,6,294,light,"0.50",2025-04-11 00:14:12,2025-04-11 00:14:12,
2350,290,360,1,7,479,light,"0.50",2025-04-11 00:14:12,2025-04-11 00:14:12,
2351,290,360,1,2,11,light,"0.50",2025-04-11 00:14:12,2025-04-11 00:14:12,
2352,290,360,1,2,17,light,"0.50",2025-04-11 00:14:12,2025-04-11 00:14:12,
2353,290,360,1,2,30,light,"0.50",2025-04-11 00:14:12,2025-04-11 00:14:12,
2354,290,360,1,2,53,medium,"1.00",2025-04-11 00:14:12,2025-04-11 00:14:12,
2355,290,360,1,3,74,heavy,"1.50",2025-04-11 00:14:12,2025-04-11 00:14:12,
2356,290,360,1,3,92,light,"0.50",2025-04-11 00:14:12,2025-04-11 00:14:12,
2357,290,360,1,4,141,light,"0.50",2025-04-11 00:14:12,2025-04-11 00:14:12,
2358,291,361,1,5,206,light,"0.50",2025-04-11 00:32:54,2025-04-11 00:32:54,
2359,291,361,1,5,210,medium,"1.00",2025-04-11 00:32:54,2025-04-11 00:32:54,
2360,291,361,1,5,215,light,"0.50",2025-04-11 00:32:54,2025-04-11 00:32:54,
2361,291,361,1,9,422,light,"0.50",2025-04-11 00:32:54,2025-04-11 00:32:54,
2362,291,361,1,8,379,light,"0.50",2025-04-11 00:32:54,2025-04-11 00:32:54,
2363,291,361,1,6,279,medium,"1.00",2025-04-11 00:32:54,2025-04-11 00:32:54,
2364,291,361,1,6,294,medium,"1.00",2025-04-11 00:32:54,2025-04-11 00:32:54,
2365,291,361,1,6,296,medium,"1.00",2025-04-11 00:32:54,2025-04-11 00:32:54,
2366,291,361,1,7,311,light,"0.50",2025-04-11 00:32:54,2025-04-11 00:32:54,
2367,291,361,1,7,320,light,"0.50",2025-04-11 00:32:54,2025-04-11 00:32:54,
2368,291,361,1,2,12,light,"0.50",2025-04-11 00:32:54,2025-04-11 00:32:54,
2369,291,361,1,2,14,light,"0.50",2025-04-11 00:32:54,2025-04-11 00:32:54,
2370,291,361,1,2,17,heavy,"1.50",2025-04-11 00:32:54,2025-04-11 00:32:54,
2371,291,361,1,2,53,medium,"1.00",2025-04-11 00:32:54,2025-04-11 00:32:54,
2372,291,361,1,3,74,heavy,"1.50",2025-04-11 00:32:54,2025-04-11 00:32:54,
2373,291,361,1,4,141,light,"0.50",2025-04-11 00:32:54,2025-04-11 00:32:54,
2374,291,361,1,4,163,light,"0.50",2025-04-11 00:32:54,2025-04-11 00:32:54,
2375,292,362,1,5,206,light,"0.50",2025-04-11 01:19:02,2025-04-11 01:19:02,
2376,292,362,1,5,210,light,"0.50",2025-04-11 01:19:02,2025-04-11 01:19:02,
2377,292,362,1,5,215,medium,"1.00",2025-04-11 01:19:02,2025-04-11 01:19:02,
2378,292,362,1,5,233,medium,"1.00",2025-04-11 01:19:02,2025-04-11 01:19:02,
2379,292,362,1,8,408,light,"0.50",2025-04-11 01:19:02,2025-04-11 01:19:02,
2380,292,362,1,6,251,light,"0.50",2025-04-11 01:19:02,2025-04-11 01:19:02,
2381,292,362,1,6,279,medium,"1.00",2025-04-11 01:19:02,2025-04-11 01:19:02,
2382,292,362,1,6,294,light,"0.50",2025-04-11 01:19:02,2025-04-11 01:19:02,
2383,292,362,1,6,296,medium,"1.00",2025-04-11 01:19:02,2025-04-11 01:19:02,
2384,292,362,1,7,479,light,"0.50",2025-04-11 01:19:02,2025-04-11 01:19:02,
2385,292,362,1,7,336,light,"0.50",2025-04-11 01:19:02,2025-04-11 01:19:02,
2386,292,362,1,2,14,medium,"1.00",2025-04-11 01:19:02,2025-04-11 01:19:02,
2387,292,362,1,2,17,medium,"1.00",2025-04-11 01:19:02,2025-04-11 01:19:02,
2388,292,362,1,2,53,medium,"1.00",2025-04-11 01:19:02,2025-04-11 01:19:02,
2389,292,362,1,3,62,heavy,"1.50",2025-04-11 01:19:02,2025-04-11 01:19:02,
2390,292,362,1,3,67,light,"0.50",2025-04-11 01:19:02,2025-04-11 01:19:02,
2391,292,362,1,3,119,light,"0.50",2025-04-11 01:19:02,2025-04-11 01:19:02,
2392,292,362,1,4,150,medium,"1.00",2025-04-11 01:19:02,2025-04-11 01:19:02,
2393,292,362,1,4,154,medium,"1.00",2025-04-11 01:19:02,2025-04-11 01:19:02,
2394,292,362,1,4,175,medium,"1.00",2025-04-11 01:19:02,2025-04-11 01:19:02,
2395,292,362,1,4,191,medium,"1.00",2025-04-11 01:19:02,2025-04-11 01:19:02,
2396,293,363,1,5,206,heavy,"1.50",2025-04-11 05:51:36,2025-04-11 05:51:36,
2397,293,363,1,9,425,medium,"1.00",2025-04-11 05:51:36,2025-04-11 05:51:36,
2398,293,363,1,4,141,medium,"1.00",2025-04-11 05:51:36,2025-04-11 05:51:36,
2401,295,365,1,9,425,medium,"1.00",2025-04-11 06:20:19,2025-04-11 06:20:19,
2402,296,366,1,9,425,heavy,"1.50",2025-04-11 06:23:03,2025-04-11 06:23:03,
2403,296,367,2,5,206,heavy,"1.50",2025-04-11 06:23:03,2025-04-11 06:23:03,
2406,298,370,1,9,425,medium,"1.00",2025-04-11 07:03:22,2025-04-11 07:03:22,
2407,298,371,2,9,425,medium,"1.00",2025-04-11 07:03:22,2025-04-11 07:03:22,
2411,300,374,1,5,206,medium,"1.00",2025-04-11 07:26:28,2025-04-11 07:26:28,
2412,300,374,1,9,425,medium,"1.00",2025-04-11 07:26:28,2025-04-11 07:26:28,
2424,303,379,1,5,206,medium,"1.00",2025-04-12 04:52:58,2025-04-12 04:52:58,
2425,303,379,1,5,210,medium,"1.00",2025-04-12 04:52:58,2025-04-12 04:52:58,
2426,303,379,1,5,215,heavy,"1.50",2025-04-12 04:52:58,2025-04-12 04:52:58,
2427,303,379,1,6,295,medium,"1.00",2025-04-12 04:52:58,2025-04-12 04:52:58,
2428,303,379,1,2,17,light,"0.50",2025-04-12 04:52:58,2025-04-12 04:52:58,
2429,304,380,1,5,210,medium,"1.00",2025-04-12 22:39:11,2025-04-12 22:39:11,
2430,304,380,1,5,215,light,"0.50",2025-04-12 22:39:11,2025-04-12 22:39:11,
2431,304,380,1,9,437,light,"0.50",2025-04-12 22:39:11,2025-04-12 22:39:11,
2432,304,380,1,6,279,light,"0.50",2025-04-12 22:39:11,2025-04-12 22:39:11,
2433,304,380,1,6,296,light,"0.50",2025-04-12 22:39:11,2025-04-12 22:39:11,
2434,304,380,1,7,333,light,"0.50",2025-04-12 22:39:11,2025-04-12 22:39:11,
2435,304,380,1,2,11,medium,"1.00",2025-04-12 22:39:11,2025-04-12 22:39:11,
2436,304,380,1,2,30,light,"0.50",2025-04-12 22:39:11,2025-04-12 22:39:11,
2437,304,380,1,2,53,light,"0.50",2025-04-12 22:39:11,2025-04-12 22:39:11,
2438,304,380,1,3,77,light,"0.50",2025-04-12 22:39:11,2025-04-12 22:39:11,
2439,304,380,1,3,92,light,"0.50",2025-04-12 22:39:11,2025-04-12 22:39:11,
2440,304,380,1,3,107,medium,"1.00",2025-04-12 22:39:11,2025-04-12 22:39:11,
2441,304,380,1,3,128,light,"0.50",2025-04-12 22:39:11,2025-04-12 22:39:11,
2442,305,381,1,5,204,medium,"1.00",2025-04-12 23:10:01,2025-04-12 23:10:01,
2443,305,381,1,5,210,heavy,"1.50",2025-04-12 23:10:01,2025-04-12 23:10:01,
2444,305,381,1,5,215,medium,"1.00",2025-04-12 23:10:01,2025-04-12 23:10:01,
2445,305,381,1,9,437,light,"0.50",2025-04-12 23:10:01,2025-04-12 23:10:01,
2446,305,381,1,8,388,medium,"1.00",2025-04-12 23:10:01,2025-04-12 23:10:01,
2447,305,381,1,8,400,light,"0.50",2025-04-12 23:10:01,2025-04-12 23:10:01,
2448,305,381,1,6,274,medium,"1.00",2025-04-12 23:10:01,2025-04-12 23:10:01,
2449,305,381,1,6,279,heavy,"1.50",2025-04-12 23:10:01,2025-04-12 23:10:01,
2450,305,381,1,6,294,medium,"1.00",2025-04-12 23:10:01,2025-04-12 23:10:01,
2451,305,381,1,6,296,light,"0.50",2025-04-12 23:10:01,2025-04-12 23:10:01,
2452,305,381,1,7,312,light,"0.50",2025-04-12 23:10:01,2025-04-12 23:10:01,
2453,305,381,1,7,320,light,"0.50",2025-04-12 23:10:01,2025-04-12 23:10:01,
2454,305,381,1,2,11,medium,"1.00",2025-04-12 23:10:01,2025-04-12 23:10:01,
2455,305,381,1,2,49,medium,"1.00",2025-04-12 23:10:01,2025-04-12 23:10:01,
2456,305,381,1,2,53,heavy,"1.50",2025-04-12 23:10:01,2025-04-12 23:10:01,
2457,305,381,1,3,74,heavy,"1.50",2025-04-12 23:10:01,2025-04-12 23:10:01,
2458,305,381,1,3,135,light,"0.50",2025-04-12 23:10:01,2025-04-12 23:10:01,
2459,305,381,1,4,141,light,"0.50",2025-04-12 23:10:01,2025-04-12 23:10:01,
2460,305,381,1,4,163,medium,"1.00",2025-04-12 23:10:01,2025-04-12 23:10:01,
2461,306,382,1,5,210,heavy,"1.50",2025-04-13 01:00:27,2025-04-13 01:00:27,
2462,306,382,1,5,215,medium,"1.00",2025-04-13 01:00:27,2025-04-13 01:00:27,
2463,306,382,1,6,279,medium,"1.00",2025-04-13 01:00:27,2025-04-13 01:00:27,
2464,306,382,1,6,294,heavy,"1.50",2025-04-13 01:00:27,2025-04-13 01:00:27,
2465,306,382,1,7,312,light,"0.50",2025-04-13 01:00:27,2025-04-13 01:00:27,
2466,306,382,1,2,11,light,"0.50",2025-04-13 01:00:27,2025-04-13 01:00:27,
2467,306,382,1,2,49,light,"0.50",2025-04-13 01:00:27,2025-04-13 01:00:27,
2468,306,382,1,2,53,medium,"1.00",2025-04-13 01:00:27,2025-04-13 01:00:27,
2469,306,382,1,3,74,medium,"1.00",2025-04-13 01:00:27,2025-04-13 01:00:27,
2470,306,382,1,3,92,medium,"1.00",2025-04-13 01:00:27,2025-04-13 01:00:27,
2471,306,382,1,4,150,light,"0.50",2025-04-13 01:00:27,2025-04-13 01:00:27,
2472,306,382,1,4,191,medium,"1.00",2025-04-13 01:00:27,2025-04-13 01:00:27,
2473,307,383,1,5,210,medium,"1.00",2025-04-13 01:24:43,2025-04-13 01:24:43,
2474,307,383,1,5,215,light,"0.50",2025-04-13 01:24:43,2025-04-13 01:24:43,
2475,307,383,1,5,216,light,"0.50",2025-04-13 01:24:43,2025-04-13 01:24:43,
2476,307,383,1,9,437,light,"0.50",2025-04-13 01:24:43,2025-04-13 01:24:43,
2477,307,383,1,8,388,light,"0.50",2025-04-13 01:24:43,2025-04-13 01:24:43,
2478,307,383,1,6,274,light,"0.50",2025-04-13 01:24:43,2025-04-13 01:24:43,
2479,307,383,1,6,279,heavy,"1.50",2025-04-13 01:24:43,2025-04-13 01:24:43,
2480,307,383,1,6,294,medium,"1.00",2025-04-13 01:24:43,2025-04-13 01:24:43,
2481,307,383,1,7,320,light,"0.50",2025-04-13 01:24:43,2025-04-13 01:24:43,
2482,307,383,1,2,11,light,"0.50",2025-04-13 01:24:43,2025-04-13 01:24:43,
2483,307,383,1,2,20,light,"0.50",2025-04-13 01:24:43,2025-04-13 01:24:43,
2484,307,383,1,2,53,heavy,"1.50",2025-04-13 01:24:43,2025-04-13 01:24:43,
2485,307,383,1,3,61,light,"0.50",2025-04-13 01:24:43,2025-04-13 01:24:43,
2486,307,383,1,3,92,medium,"1.00",2025-04-13 01:24:43,2025-04-13 01:24:43,
2487,308,384,1,5,206,light,"0.50",2025-04-13 01:42:50,2025-04-13 01:42:50,
2488,308,384,1,5,210,light,"0.50",2025-04-13 01:42:50,2025-04-13 01:42:50,
2489,308,384,1,5,215,light,"0.50",2025-04-13 01:42:50,2025-04-13 01:42:50,
2490,308,384,1,6,279,light,"0.50",2025-04-13 01:42:50,2025-04-13 01:42:50,
2491,308,384,1,7,311,light,"0.50",2025-04-13 01:42:50,2025-04-13 01:42:50,
2492,308,384,1,2,30,light,"0.50",2025-04-13 01:42:50,2025-04-13 01:42:50,
2493,308,384,1,3,135,light,"0.50",2025-04-13 01:42:50,2025-04-13 01:42:50,
2494,308,385,2,5,206,light,"0.50",2025-04-13 01:42:50,2025-04-13 01:42:50,
2495,308,385,2,5,210,medium,"1.00",2025-04-13 01:42:50,2025-04-13 01:42:50,
2496,308,385,2,9,422,light,"0.50",2025-04-13 01:42:50,2025-04-13 01:42:50,
2497,308,385,2,6,294,light,"0.50",2025-04-13 01:42:50,2025-04-13 01:42:50,
2498,308,385,2,2,11,light,"0.50",2025-04-13 01:42:50,2025-04-13 01:42:50,
2499,308,386,3,5,206,light,"0.50",2025-04-13 01:42:50,2025-04-13 01:42:50,
2500,308,386,3,5,210,light,"0.50",2025-04-13 01:42:50,2025-04-13 01:42:50,
2501,308,386,3,6,274,light,"0.50",2025-04-13 01:42:50,2025-04-13 01:42:50,
2502,308,386,3,2,12,light,"0.50",2025-04-13 01:42:50,2025-04-13 01:42:50,
2503,308,386,3,3,74,light,"0.50",2025-04-13 01:42:50,2025-04-13 01:42:50,
2504,308,386,3,4,195,light,"0.50",2025-04-13 01:42:50,2025-04-13 01:42:50,
2505,308,387,4,5,206,light,"0.50",2025-04-13 01:42:50,2025-04-13 01:42:50,
2506,308,387,4,6,279,light,"0.50",2025-04-13 01:42:50,2025-04-13 01:42:50,
2507,308,387,4,2,46,light,"0.50",2025-04-13 01:42:50,2025-04-13 01:42:50,
2508,308,387,4,3,67,medium,"1.00",2025-04-13 01:42:50,2025-04-13 01:42:50,
2517,314,394,1,5,206,heavy,"1.50",2025-04-14 13:22:05,2025-04-14 13:22:05,
2518,314,394,1,4,144,medium,"1.00",2025-04-14 13:22:05,2025-04-14 13:22:05,
2521,316,397,1,9,425,medium,"1.00",2025-04-14 14:14:38,2025-04-14 14:14:38,
2522,317,398,1,5,206,medium,"1.00",2025-04-14 14:27:48,2025-04-14 14:27:48,
2523,317,398,1,9,424,medium,"1.00",2025-04-14 14:27:48,2025-04-14 14:27:48,
2524,317,398,1,9,431,medium,"1.00",2025-04-14 14:27:48,2025-04-14 14:27:48,
2525,317,398,1,3,77,medium,"1.00",2025-04-14 14:27:48,2025-04-14 14:27:48,
2526,317,398,1,4,154,medium,"1.00",2025-04-14 14:27:48,2025-04-14 14:27:48,
2527,318,399,1,5,210,medium,"1.00",2025-04-15 02:22:44,2025-04-15 02:22:44,
2528,318,399,1,5,212,light,"0.50",2025-04-15 02:22:44,2025-04-15 02:22:44,
2529,318,399,1,5,215,medium,"1.00",2025-04-15 02:22:44,2025-04-15 02:22:44,
2530,318,399,1,9,437,light,"0.50",2025-04-15 02:22:44,2025-04-15 02:22:44,
2531,318,399,1,8,378,light,"0.50",2025-04-15 02:22:44,2025-04-15 02:22:44,
2532,318,399,1,8,388,light,"0.50",2025-04-15 02:22:44,2025-04-15 02:22:44,
2533,318,399,1,6,279,medium,"1.00",2025-04-15 02:22:44,2025-04-15 02:22:44,
2534,318,399,1,6,288,light,"0.50",2025-04-15 02:22:44,2025-04-15 02:22:44,
2535,318,399,1,6,294,medium,"1.00",2025-04-15 02:22:44,2025-04-15 02:22:44,
2536,318,399,1,6,296,medium,"1.00",2025-04-15 02:22:44,2025-04-15 02:22:44,
2537,318,399,1,7,303,light,"0.50",2025-04-15 02:22:44,2025-04-15 02:22:44,
2538,318,399,1,7,320,light,"0.50",2025-04-15 02:22:44,2025-04-15 02:22:44,
2539,318,399,1,2,11,medium,"1.00",2025-04-15 02:22:44,2025-04-15 02:22:44,
2540,318,399,1,2,17,medium,"1.00",2025-04-15 02:22:44,2025-04-15 02:22:44,
2541,318,399,1,2,51,medium,"1.00",2025-04-15 02:22:44,2025-04-15 02:22:44,
2542,318,399,1,2,53,medium,"1.00",2025-04-15 02:22:44,2025-04-15 02:22:44,
2543,318,399,1,3,74,heavy,"1.50",2025-04-15 02:22:44,2025-04-15 02:22:44,
2544,318,399,1,3,119,light,"0.50",2025-04-15 02:22:44,2025-04-15 02:22:44,
2545,318,399,1,3,128,light,"0.50",2025-04-15 02:22:44,2025-04-15 02:22:44,
2546,318,399,1,4,141,medium,"1.00",2025-04-15 02:22:44,2025-04-15 02:22:44,
2547,318,399,1,4,175,light,"0.50",2025-04-15 02:22:44,2025-04-15 02:22:44,
2548,319,400,1,5,215,light,"0.50",2025-04-15 03:54:03,2025-04-15 03:54:03,
2549,319,400,1,5,224,light,"0.50",2025-04-15 03:54:03,2025-04-15 03:54:03,
2550,319,400,1,6,279,light,"0.50",2025-04-15 03:54:03,2025-04-15 03:54:03,
2551,319,400,1,7,320,light,"0.50",2025-04-15 03:54:03,2025-04-15 03:54:03,
2552,319,400,1,2,51,light,"0.50",2025-04-15 03:54:03,2025-04-15 03:54:03,
2553,319,400,1,3,107,medium,"1.00",2025-04-15 03:54:03,2025-04-15 03:54:03,
2554,319,400,1,4,487,light,"0.50",2025-04-15 03:54:03,2025-04-15 03:54:03,
2578,330,413,1,9,425,medium,"1.00",2025-04-15 07:39:19,2025-04-15 07:39:19,
2579,331,414,1,9,452,heavy,"1.50",2025-04-15 07:39:22,2025-04-15 07:39:22,
2582,333,416,1,5,210,heavy,"1.50",2025-04-15 22:37:28,2025-04-15 22:37:28,
2583,333,416,1,5,212,medium,"1.00",2025-04-15 22:37:28,2025-04-15 22:37:28,
2584,333,416,1,5,215,medium,"1.00",2025-04-15 22:37:28,2025-04-15 22:37:28,
2585,333,416,1,9,437,heavy,"1.50",2025-04-15 22:37:28,2025-04-15 22:37:28,
2586,333,416,1,9,441,heavy,"1.50",2025-04-15 22:37:28,2025-04-15 22:37:28,
2587,333,416,1,9,482,medium,"1.00",2025-04-15 22:37:28,2025-04-15 22:37:28,
2588,333,416,1,8,388,medium,"1.00",2025-04-15 22:37:28,2025-04-15 22:37:28,
2589,333,416,1,8,392,medium,"1.00",2025-04-15 22:37:28,2025-04-15 22:37:28,
2590,333,416,1,6,279,light,"0.50",2025-04-15 22:37:28,2025-04-15 22:37:28,
2591,333,416,1,6,294,heavy,"1.50",2025-04-15 22:37:28,2025-04-15 22:37:28,
2592,333,416,1,6,296,light,"0.50",2025-04-15 22:37:28,2025-04-15 22:37:28,
2593,333,416,1,7,336,medium,"1.00",2025-04-15 22:37:28,2025-04-15 22:37:28,
2594,333,416,1,7,343,light,"0.50",2025-04-15 22:37:28,2025-04-15 22:37:28,
2595,333,416,1,2,17,light,"0.50",2025-04-15 22:37:28,2025-04-15 22:37:28,
2596,333,416,1,2,53,light,"0.50",2025-04-15 22:37:28,2025-04-15 22:37:28,
2597,333,416,1,3,58,medium,"1.00",2025-04-15 22:37:28,2025-04-15 22:37:28,
2598,333,416,1,3,74,medium,"1.00",2025-04-15 22:37:28,2025-04-15 22:37:28,
2599,333,416,1,4,163,medium,"1.00",2025-04-15 22:37:28,2025-04-15 22:37:28,
2600,334,417,1,5,210,light,"0.50",2025-04-16 00:29:53,2025-04-16 00:29:53,
2601,334,417,1,5,215,medium,"1.00",2025-04-16 00:29:53,2025-04-16 00:29:53,
2602,334,417,1,5,237,light,"0.50",2025-04-16 00:29:53,2025-04-16 00:29:53,
2603,334,417,1,8,400,light,"0.50",2025-04-16 00:29:53,2025-04-16 00:29:53,
2604,334,417,1,6,272,medium,"1.00",2025-04-16 00:29:53,2025-04-16 00:29:53,
2605,334,417,1,6,274,medium,"1.00",2025-04-16 00:29:53,2025-04-16 00:29:53,
2606,334,417,1,6,294,light,"0.50",2025-04-16 00:29:53,2025-04-16 00:29:53,
2607,334,417,1,7,312,medium,"1.00",2025-04-16 00:29:53,2025-04-16 00:29:53,
2608,334,417,1,2,11,medium,"1.00",2025-04-16 00:29:53,2025-04-16 00:29:53,
2609,334,417,1,2,51,light,"0.50",2025-04-16 00:29:53,2025-04-16 00:29:53,
2610,334,417,1,2,53,medium,"1.00",2025-04-16 00:29:53,2025-04-16 00:29:53,
2611,334,417,1,3,119,light,"0.50",2025-04-16 00:29:53,2025-04-16 00:29:53,
2612,334,417,1,3,128,medium,"1.00",2025-04-16 00:29:53,2025-04-16 00:29:53,
2613,334,417,1,4,141,medium,"1.00",2025-04-16 00:29:53,2025-04-16 00:29:53,
2614,334,417,1,4,150,medium,"1.00",2025-04-16 00:29:53,2025-04-16 00:29:53,
2615,334,417,1,4,175,medium,"1.00",2025-04-16 00:29:53,2025-04-16 00:29:53,
2616,334,417,1,4,191,medium,"1.00",2025-04-16 00:29:53,2025-04-16 00:29:53,
2619,337,420,1,9,425,medium,"1.00",2025-04-16 13:59:44,2025-04-16 13:59:44,
2620,337,420,1,3,61,heavy,"1.50",2025-04-16 13:59:44,2025-04-16 13:59:44,
2622,339,422,1,9,425,medium,"1.00",2025-04-16 14:01:02,2025-04-16 14:01:02,
2624,341,424,1,9,424,medium,"1.00",2025-04-16 14:18:09,2025-04-16 14:18:09,
2625,341,424,1,9,429,medium,"1.00",2025-04-16 14:18:09,2025-04-16 14:18:09,
2626,341,424,1,9,470,medium,"1.00",2025-04-16 14:18:09,2025-04-16 14:18:09,
2629,343,426,1,4,144,heavy,"1.50",2025-04-16 14:24:47,2025-04-16 14:24:47,
2632,346,429,1,9,447,heavy,"1.50",2025-04-16 14:30:17,2025-04-16 14:30:17,
2634,348,431,1,2,12,medium,"1.00",2025-04-16 14:37:49,2025-04-16 14:37:49,
2635,349,432,1,2,53,heavy,"1.50",2025-04-16 14:39:41,2025-04-16 14:39:41,
2637,351,434,1,5,215,light,"0.50",2025-04-17 03:43:43,2025-04-17 03:43:43,
2638,351,434,1,5,233,light,"0.50",2025-04-17 03:43:43,2025-04-17 03:43:43,
2639,351,434,1,6,262,light,"0.50",2025-04-17 03:43:43,2025-04-17 03:43:43,
2640,351,434,1,6,274,medium,"1.00",2025-04-17 03:43:43,2025-04-17 03:43:43,
2641,351,434,1,6,279,medium,"1.00",2025-04-17 03:43:43,2025-04-17 03:43:43,
2642,351,434,1,2,53,light,"0.50",2025-04-17 03:43:43,2025-04-17 03:43:43,
2643,352,435,1,9,425,medium,"1.00",2025-04-17 05:19:38,2025-04-17 05:19:38,
2644,352,436,2,9,425,medium,"1.00",2025-04-17 05:19:38,2025-04-17 05:19:38,
2645,353,437,1,9,425,medium,"1.00",2025-04-17 05:20:00,2025-04-17 05:20:00,
2646,354,438,1,9,424,medium,"1.00",2025-04-17 05:24:14,2025-04-17 05:24:14,
2647,355,439,1,9,425,medium,"1.00",2025-04-17 05:25:18,2025-04-17 05:25:18,
2648,356,440,1,9,425,medium,"1.00",2025-04-17 05:39:07,2025-04-17 05:39:07,
2649,357,441,1,9,432,medium,"1.00",2025-04-17 05:39:15,2025-04-17 05:39:15,
2650,358,442,1,9,432,medium,"1.00",2025-04-17 05:45:41,2025-04-17 05:45:41,
2651,359,443,1,9,432,medium,"1.00",2025-04-17 05:45:45,2025-04-17 05:45:45,
2665,371,457,1,5,210,medium,"1.00",2025-04-17 20:32:35,2025-04-17 20:32:35,
2666,371,457,1,5,215,light,"0.50",2025-04-17 20:32:35,2025-04-17 20:32:35,
2667,371,457,1,9,437,medium,"1.00",2025-04-17 20:32:35,2025-04-17 20:32:35,
2668,371,457,1,8,378,medium,"1.00",2025-04-17 20:32:35,2025-04-17 20:32:35,
2669,371,457,1,6,255,light,"0.50",2025-04-17 20:32:35,2025-04-17 20:32:35,
2670,371,457,1,6,279,light,"0.50",2025-04-17 20:32:35,2025-04-17 20:32:35,
2671,371,457,1,6,294,light,"0.50",2025-04-17 20:32:35,2025-04-17 20:32:35,
2672,371,457,1,7,303,light,"0.50",2025-04-17 20:32:35,2025-04-17 20:32:35,
2673,371,457,1,7,359,light,"0.50",2025-04-17 20:32:35,2025-04-17 20:32:35,
2674,371,457,1,2,18,medium,"1.00",2025-04-17 20:32:35,2025-04-17 20:32:35,
2675,371,457,1,2,53,medium,"1.00",2025-04-17 20:32:35,2025-04-17 20:32:35,
2676,371,457,1,3,58,light,"0.50",2025-04-17 20:32:35,2025-04-17 20:32:35,
2677,371,457,1,3,74,light,"0.50",2025-04-17 20:32:35,2025-04-17 20:32:35,
2678,372,458,1,5,215,medium,"1.00",2025-04-17 21:18:22,2025-04-17 21:18:22,
2679,372,458,1,5,224,light,"0.50",2025-04-17 21:18:22,2025-04-17 21:18:22,
2680,372,458,1,5,233,light,"0.50",2025-04-17 21:18:22,2025-04-17 21:18:22,
2681,372,458,1,9,432,medium,"1.00",2025-04-17 21:18:22,2025-04-17 21:18:22,
2682,372,458,1,9,437,medium,"1.00",2025-04-17 21:18:22,2025-04-17 21:18:22,
2683,372,458,1,8,392,light,"0.50",2025-04-17 21:18:22,2025-04-17 21:18:22,
2684,372,458,1,6,279,medium,"1.00",2025-04-17 21:18:22,2025-04-17 21:18:22,
2685,372,458,1,6,294,medium,"1.00",2025-04-17 21:18:22,2025-04-17 21:18:22,
2686,372,458,1,7,316,medium,"1.00",2025-04-17 21:18:22,2025-04-17 21:18:22,
2687,372,458,1,7,343,light,"0.50",2025-04-17 21:18:22,2025-04-17 21:18:22,
2688,372,458,1,2,18,medium,"1.00",2025-04-17 21:18:22,2025-04-17 21:18:22,
2689,372,458,1,2,37,light,"0.50",2025-04-17 21:18:22,2025-04-17 21:18:22,
2690,372,458,1,2,53,medium,"1.00",2025-04-17 21:18:22,2025-04-17 21:18:22,
2691,372,458,1,3,74,heavy,"1.50",2025-04-17 21:18:22,2025-04-17 21:18:22,
2692,372,458,1,3,87,light,"0.50",2025-04-17 21:18:22,2025-04-17 21:18:22,
2693,372,458,1,3,119,medium,"1.00",2025-04-17 21:18:22,2025-04-17 21:18:22,
2694,372,458,1,4,141,light,"0.50",2025-04-17 21:18:22,2025-04-17 21:18:22,
2695,372,458,1,4,163,light,"0.50",2025-04-17 21:18:22,2025-04-17 21:18:22,
2696,373,459,1,5,210,medium,"1.00",2025-04-17 22:02:44,2025-04-17 22:02:44,
2697,373,459,1,5,212,light,"0.50",2025-04-17 22:02:44,2025-04-17 22:02:44,
2698,373,459,1,5,215,medium,"1.00",2025-04-17 22:02:44,2025-04-17 22:02:44,
2699,373,459,1,8,392,light,"0.50",2025-04-17 22:02:44,2025-04-17 22:02:44,
2700,373,459,1,6,279,medium,"1.00",2025-04-17 22:02:44,2025-04-17 22:02:44,
2701,373,459,1,6,294,heavy,"1.50",2025-04-17 22:02:44,2025-04-17 22:02:44,
2702,373,459,1,7,311,light,"0.50",2025-04-17 22:02:44,2025-04-17 22:02:44,
